Emp-ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome (km),Education Level ,Gender,JobInvolvement,JobInvolvement  Level,JobPosition,JobPosition Level,JobRole,JobSatisfaction,JobSatisfaction Level, MonthlyIncome ,OverTime,PerformanceRating,PerformanceRating Level,TrainingTimesLastYear,TraningLevel,WorkLifeBalance,WorkLifeBalance Level,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Date Of Joining,Exit Date,,,,,,,,,,,,,,,,,,,,,,,
Emp-097,24,No,Travel Rarely,Sales,3,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,3,High," ₹ 49,990 ",No,3,Meets Expectation,2,Regular Training,2,Poor,3,2,0,03-01-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-098,28,No,Non Travel,Sales,4,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,3,High," ₹ 42,210 ",No,4,Exceeds Expectation,3,Regular Training,4,Better,5,4,0,03-10-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-099,58,No,Travel Rarely,Sales,10,Post Graduate,Male,3,High,4,Senior Level,Sales Executive,3,High," ₹ 1,38,720 ",No,4,Exceeds Expectation,1,Basic Training,2,Poor,37,10,1,11-12-1987,,,,,,,,,,,,,,,,,,,,,,,,
Emp-100,44,No,Non Travel,Research & Development,23,Post Graduate,Male,3,High,2,Junior Level,Laboratory Technician,2,Moderate," ₹ 20,420 ",No,4,Exceeds Expectation,3,Regular Training,4,Better,3,2,1,14-05-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-101,37,Yes,Travel Rarely,Human Resources,6,Post Graduate,Male,3,High,1,Entry Level,Human Resources,1,Low," ₹ 20,730 ",Yes,4,Exceeds Expectation,3,Regular Training,3,Good,3,2,0,22-12-2021,16-09-2022,,,,,,,,,,,,,,,,,,,,,,,
Emp-102,32,No,Travel Rarely,Research & Development,1,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,1,Low," ₹ 29,560 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,1,0,0,20-04-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-103,20,Yes,Travel Frequently,Research & Development,6,Under Graduate,Female,2,Moderate,1,Entry Level,Laboratory Technician,4,Very High," ₹ 29,260 ",Yes,3,Meets Expectation,5,Advanced Training,3,Good,1,0,1,15-07-2023,13-03-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-104,34,No,Travel Rarely,Research & Development,6,Post Graduate,Female,3,High,2,Junior Level,Research Scientist,3,High," ₹ 48,090 ",No,3,Meets Expectation,3,Regular Training,3,Good,16,13,2,10-05-2008,,,,,,,,,,,,,,,,,,,,,,,,
Emp-105,37,No,Non Travel,Research & Development,2,Post Graduate,Male,2,Moderate,2,Junior Level,Healthcare Representative,4,Very High," ₹ 51,630 ",No,3,Meets Expectation,2,Regular Training,4,Better,1,0,0,09-12-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-106,59,No,Non Travel,Human Resources,2,Post Graduate,Female,2,Moderate,5,Leadership,Manager,4,Very High," ₹ 1,88,440 ",No,3,Meets Expectation,3,Regular Training,3,Good,3,2,2,12-09-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-107,50,No,Travel Frequently,Research & Development,1,Post Graduate,Female,3,High,5,Leadership,Research Director,2,Moderate," ₹ 1,81,720 ",Yes,4,Exceeds Expectation,1,Basic Training,2,Poor,8,3,0,06-10-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-108,25,Yes,Travel Rarely,Sales,5,Post Graduate,Male,2,Moderate,2,Junior Level,Sales Executive,3,High," ₹ 57,440 ",Yes,2,Needs Improvement,1,Basic Training,3,Good,6,4,0,06-02-2018,04-09-2021,,,,,,,,,,,,,,,,,,,,,,,
Emp-109,25,No,Travel Rarely,Research & Development,7,Post Graduate,Male,2,Moderate,1,Entry Level,Research Scientist,4,Very High," ₹ 28,890 ",No,2,Needs Improvement,2,Regular Training,3,Good,2,2,2,21-07-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-110,22,No,Travel Rarely,Research & Development,15,Graduate,Female,3,High,1,Entry Level,Laboratory Technician,4,Very High," ₹ 28,710 ",No,4,Exceeds Expectation,5,Advanced Training,3,Good,0,0,0,06-08-2024,,,,,,,,,,,,,,,,,,,,,,,,
Emp-111,51,No,Travel Frequently,Research & Development,1,Post Graduate,Female,2,Moderate,3,Mid Level,Healthcare Representative,1,Low," ₹ 74,840 ",No,3,Meets Expectation,1,Basic Training,2,Poor,13,12,12,08-05-2011,,,,,,,,,,,,,,,,,,,,,,,,
Emp-112,34,Yes,Travel Frequently,Research & Development,7,Post Graduate,Male,1,Low,2,Junior Level,Laboratory Technician,3,High," ₹ 60,740 ",Yes,2,Needs Improvement,3,Regular Training,3,Good,9,7,0,02-08-2015,10-06-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-113,54,No,Non Travel,Human Resources,26,Post Graduate,Female,4,Very High,4,Senior Level,Manager,4,Very High," ₹ 1,73,280 ",Yes,5,Pure Talent,3,Regular Training,3,Good,5,3,4,19-06-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-114,24,No,Travel Rarely,Research & Development,18,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,3,High," ₹ 27,740 ",No,3,Meets Expectation,2,Regular Training,3,Good,5,3,1,17-11-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-115,34,No,Travel Rarely,Research & Development,6,Post Graduate,Female,2,Moderate,2,Junior Level,Research Scientist,2,Moderate," ₹ 45,050 ",No,3,Meets Expectation,3,Regular Training,3,Good,1,0,0,08-08-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-116,37,No,Travel Rarely,Sales,3,Post Graduate,Male,3,High,3,Mid Level,Sales Executive,4,Very High," ₹ 74,280 ",No,3,Meets Expectation,3,Regular Training,3,Good,5,3,1,14-03-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-117,34,No,Travel Rarely,Research & Development,5,Post Graduate,Female,2,Moderate,3,Mid Level,Manager,1,Low," ₹ 1,16,310 ",No,3,Meets Expectation,6,Advanced Training,3,Good,11,10,5,06-09-2013,,,,,,,,,,,,,,,,,,,,,,,,
Emp-118,36,No,Travel Frequently,Sales,11,Post Graduate,Female,3,High,3,Mid Level,Sales Executive,4,Very High," ₹ 97,380 ",No,3,Meets Expectation,6,Advanced Training,3,Good,9,7,2,14-06-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-119,36,No,Travel Rarely,Research & Development,3,Post Graduate,Female,3,High,1,Entry Level,Laboratory Technician,4,Very High," ₹ 28,350 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,1,0,0,18-11-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-120,43,No,Travel Frequently,Sales,26,Post Graduate,Male,3,High,4,Senior Level,Manager,4,Very High," ₹ 1,69,590 ",Yes,3,Meets Expectation,3,Regular Training,4,Better,25,12,4,05-11-1999,,,,,,,,,,,,,,,,,,,,,,,,
Emp-121,30,No,Travel Frequently,Research & Development,23,Post Graduate,Male,1,Low,1,Entry Level,Research Scientist,3,High," ₹ 26,130 ",No,2,Needs Improvement,2,Regular Training,2,Poor,10,7,0,24-08-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-122,33,No,Non Travel,Sales,22,Phd holder,Male,3,High,2,Junior Level,Sales Executive,2,Moderate," ₹ 61,460 ",No,4,Exceeds Expectation,2,Regular Training,4,Better,7,7,0,05-07-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-123,56,Yes,Travel Rarely,Research & Development,14,Post Graduate,Female,3,High,1,Entry Level,Research Scientist,2,Moderate," ₹ 49,630 ",Yes,4,Exceeds Expectation,2,Regular Training,3,Good,5,4,4,08-11-2019,05-08-2022,,,,,,,,,,,,,,,,,,,,,,,
Emp-124,51,No,Travel Rarely,Research & Development,6,Post Graduate,Male,3,High,5,Leadership,Research Director,3,High," ₹ 1,95,370 ",No,3,Meets Expectation,5,Advanced Training,3,Good,20,18,15,10-03-2004,,,,,,,,,,,,,,,,,,,,,,,,
Emp-125,31,Yes,Travel Rarely,Sales,6,Phd holder,Male,1,Low,2,Junior Level,Sales Executive,3,High," ₹ 61,720 ",Yes,3,Meets Expectation,3,Regular Training,2,Poor,7,7,7,03-05-2017,22-11-2018,,,,,,,,,,,,,,,,,,,,,,,
Emp-126,26,No,Travel Rarely,Research & Development,6,Post Graduate,Female,2,Moderate,1,Entry Level,Research Scientist,2,Moderate," ₹ 23,680 ",No,3,Meets Expectation,3,Regular Training,2,Poor,5,4,4,18-08-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-127,58,Yes,Travel Rarely,Research & Development,23,Phd holder,Female,3,High,3,Mid Level,Healthcare Representative,4,Very High," ₹ 1,03,120 ",No,2,Needs Improvement,3,Regular Training,2,Poor,40,10,15,16-05-1984,15-12-2016,,,,,,,,,,,,,,,,,,,,,,,
Emp-128,19,Yes,Travel Rarely,Sales,22,Under Graduate,Male,3,High,1,Entry Level,Sales Representative,3,High," ₹ 16,750 ",Yes,3,Meets Expectation,2,Regular Training,2,Poor,0,0,0,10-01-2024,09-02-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-129,22,No,Travel Rarely,Research & Development,2,Graduate,Male,3,High,1,Entry Level,Laboratory Technician,4,Very High," ₹ 25,230 ",No,3,Meets Expectation,2,Regular Training,3,Good,2,1,2,13-05-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-130,49,No,Travel Rarely,Research & Development,20,Post Graduate,Female,3,High,2,Junior Level,Manufacturing Director,1,Low," ₹ 65,670 ",No,2,Needs Improvement,2,Regular Training,2,Poor,15,11,5,18-08-2009,,,,,,,,,,,,,,,,,,,,,,,,
Emp-131,43,No,Travel Frequently,Research & Development,28,Post Graduate,Female,4,Very High,1,Entry Level,Research Scientist,3,High," ₹ 47,390 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,3,2,1,17-05-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-132,50,No,Travel Frequently,Sales,12,Post Graduate,Female,3,High,3,Mid Level,Sales Executive,4,Very High," ₹ 92,080 ",No,3,Meets Expectation,3,Regular Training,3,Good,2,2,2,03-01-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-133,31,Yes,Travel Rarely,Sales,20,Phd holder,Female,1,Low,2,Junior Level,Sales Executive,3,High," ₹ 45,590 ",Yes,2,Needs Improvement,2,Regular Training,3,Good,2,2,2,12-04-2022,21-02-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-134,41,No,Travel Rarely,Sales,9,Post Graduate,Male,3,High,3,Mid Level,Sales Executive,3,High," ₹ 81,890 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,9,7,0,25-03-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-135,26,No,Travel Rarely,Human Resources,25,Post Graduate,Female,3,High,1,Entry Level,Human Resources,3,High," ₹ 29,420 ",No,2,Needs Improvement,3,Regular Training,3,Good,8,7,5,02-12-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-136,36,No,Travel Rarely,Research & Development,6,Post Graduate,Male,3,High,2,Junior Level,Manufacturing Director,2,Moderate," ₹ 49,410 ",No,3,Meets Expectation,0,Basic Training,3,Good,3,2,0,17-08-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-137,51,Yes,Travel Frequently,Research & Development,8,Post Graduate,Male,1,Low,3,Mid Level,Manufacturing Director,4,Very High," ₹ 1,06,500 ",No,1,Unacceptable/PIP,2,Regular Training,3,Good,4,2,0,24-11-2020,24-02-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-138,39,No,Travel Rarely,Sales,4,Post Graduate,Female,2,Moderate,2,Junior Level,Sales Executive,3,High," ₹ 59,020 ",No,3,Meets Expectation,1,Basic Training,4,Better,15,11,5,04-09-2009,,,,,,,,,,,,,,,,,,,,,,,,
Emp-139,25,No,Travel Rarely,Sales,28,Post Graduate,Male,2,Moderate,2,Junior Level,Sales Executive,3,High," ₹ 86,390 ",No,2,Needs Improvement,3,Regular Training,3,Good,2,2,2,01-02-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-140,30,No,Travel Rarely,Human Resources,9,Post Graduate,Male,3,High,2,Junior Level,Human Resources,4,Very High," ₹ 63,470 ",Yes,3,Meets Expectation,2,Regular Training,1,Very Poor,11,9,4,06-12-2013,,,,,,,,,,,,,,,,,,,,,,,,
Emp-141,32,Yes,Travel Rarely,Research & Development,9,Phd holder,Female,3,High,1,Entry Level,Laboratory Technician,1,Low," ₹ 42,000 ",No,4,Exceeds Expectation,2,Regular Training,4,Better,5,4,0,21-09-2019,19-04-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-142,45,No,Travel Rarely,Research & Development,29,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,4,Very High," ₹ 34,520 ",No,3,Meets Expectation,2,Regular Training,2,Poor,6,5,0,09-12-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-143,38,No,Travel Rarely,Research & Development,3,Post Graduate,Female,3,High,2,Junior Level,Research Scientist,3,High," ₹ 43,170 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,3,2,2,10-08-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-144,30,No,Travel Rarely,Research & Development,18,Phd holder,Female,3,High,1,Entry Level,Research Scientist,3,High," ₹ 26,320 ",No,3,Meets Expectation,4,Advanced Training,2,Poor,5,4,0,21-04-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-145,32,No,Travel Frequently,Sales,9,Post Graduate,Male,1,Low,2,Junior Level,Sales Executive,4,Very High," ₹ 46,680 ",No,2,Needs Improvement,2,Regular Training,4,Better,8,7,0,18-09-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-146,30,No,Travel Rarely,Research & Development,5,Post Graduate,Female,3,High,1,Entry Level,Research Scientist,1,Low," ₹ 32,040 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,3,2,2,13-04-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-147,30,No,Travel Rarely,Research & Development,2,Post Graduate,Male,2,Moderate,1,Entry Level,Laboratory Technician,4,Very High," ₹ 27,200 ",No,2,Needs Improvement,3,Regular Training,3,Good,5,3,1,14-02-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-148,41,No,Travel Frequently,Research & Development,10,Post Graduate,Male,2,Moderate,4,Senior Level,Manager,1,Low," ₹ 1,71,810 ",No,2,Needs Improvement,2,Regular Training,2,Poor,7,6,7,19-12-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-149,41,No,Travel Rarely,Research & Development,9,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,1,Low," ₹ 22,380 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,5,0,1,19-02-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-150,19,No,Travel Rarely,Research & Development,3,Under Graduate,Female,3,High,1,Entry Level,Laboratory Technician,2,Moderate," ₹ 14,830 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,1,0,0,17-03-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-151,40,No,Travel Frequently,Research & Development,26,Post Graduate,Female,3,High,2,Junior Level,Research Scientist,2,Moderate," ₹ 56,050 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,20,7,2,12-10-2004,,,,,,,,,,,,,,,,,,,,,,,,
Emp-152,35,No,Travel Rarely,Sales,1,Post Graduate,Male,3,High,3,Mid Level,Sales Executive,2,Moderate," ₹ 72,950 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,10,8,0,19-08-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-153,53,No,Travel Rarely,Sales,6,Phd holder,Male,3,High,2,Junior Level,Sales Representative,3,High," ₹ 23,060 ",Yes,3,Meets Expectation,3,Regular Training,1,Very Poor,7,7,4,16-07-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-154,45,No,Travel Rarely,Research & Development,9,Post Graduate,Male,3,High,2,Junior Level,Laboratory Technician,2,Moderate," ₹ 23,480 ",No,3,Meets Expectation,2,Regular Training,1,Very Poor,17,9,0,22-01-2007,,,,,,,,,,,,,,,,,,,,,,,,
Emp-155,32,No,Travel Frequently,Sales,8,Post Graduate,Female,3,High,3,Mid Level,Sales Executive,4,Very High," ₹ 89,980 ",No,3,Meets Expectation,2,Regular Training,3,Good,9,8,3,17-11-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-156,29,No,Non Travel,Research & Development,1,Post Graduate,Male,3,High,2,Junior Level,Manufacturing Director,3,High," ₹ 43,190 ",No,4,Exceeds Expectation,1,Basic Training,3,Good,10,7,0,19-08-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-157,51,No,Travel Rarely,Research & Development,7,Post Graduate,Male,2,Moderate,2,Junior Level,Manufacturing Director,3,High," ₹ 61,320 ",No,2,Needs Improvement,2,Regular Training,3,Good,1,0,0,12-06-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-158,58,No,Travel Rarely,Research & Development,9,Post Graduate,Female,2,Moderate,1,Entry Level,Research Scientist,2,Moderate," ₹ 33,460 ",Yes,3,Meets Expectation,3,Regular Training,2,Poor,1,0,0,05-01-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-159,40,No,Travel Rarely,Sales,4,Post Graduate,Male,2,Moderate,3,Mid Level,Sales Executive,4,Very High," ₹ 1,08,550 ",No,3,Meets Expectation,2,Regular Training,2,Poor,12,11,2,01-06-2012,,,,,,,,,,,,,,,,,,,,,,,,
Emp-160,34,No,Travel Frequently,Sales,2,Post Graduate,Female,3,High,1,Entry Level,Sales Representative,3,High," ₹ 22,310 ",No,3,Meets Expectation,3,Regular Training,3,Good,4,3,1,14-12-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-161,22,No,Travel Rarely,Research & Development,19,Graduate,Male,3,High,1,Entry Level,Research Scientist,4,Very High," ₹ 23,230 ",No,3,Meets Expectation,6,Advanced Training,3,Good,2,2,2,03-12-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-162,27,No,Non Travel,Research & Development,9,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,2,Moderate," ₹ 20,240 ",No,3,Meets Expectation,1,Basic Training,1,Very Poor,2,2,2,08-01-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-163,28,No,Travel Rarely,Research & Development,21,Phd holder,Male,3,High,1,Entry Level,Research Scientist,4,Very High," ₹ 27,130 ",No,4,Exceeds Expectation,2,Regular Training,1,Very Poor,5,2,0,24-04-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-164,57,No,Travel Rarely,Research & Development,24,Post Graduate,Male,4,Very High,3,Mid Level,Healthcare Representative,4,Very High," ₹ 94,390 ",Yes,5,Pure Talent,2,Regular Training,1,Very Poor,5,3,1,10-10-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-165,27,No,Non Travel,Research & Development,3,Post Graduate,Male,2,Moderate,1,Entry Level,Research Scientist,3,High," ₹ 25,660 ",Yes,2,Needs Improvement,2,Regular Training,2,Poor,1,1,0,05-04-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-166,50,No,Travel Rarely,Research & Development,11,Post Graduate,Female,3,High,5,Leadership,Manager,2,Moderate," ₹ 1,99,260 ",No,4,Exceeds Expectation,5,Advanced Training,3,Good,5,4,4,21-06-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-167,41,No,Travel Rarely,Research & Development,14,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,3,High," ₹ 24,510 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,9,8,1,24-08-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-168,30,No,Travel Rarely,Sales,5,Post Graduate,Female,3,High,3,Mid Level,Sales Executive,4,Very High," ₹ 94,190 ",No,2,Needs Improvement,2,Regular Training,3,Good,10,9,7,17-05-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-169,38,No,Travel Rarely,Sales,1,Phd holder,Female,2,Moderate,2,Junior Level,Sales Executive,4,Very High," ₹ 86,860 ",No,2,Needs Improvement,2,Regular Training,4,Better,8,3,0,07-09-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-170,32,No,Travel Rarely,Research & Development,6,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,3,High," ₹ 30,380 ",No,3,Meets Expectation,2,Regular Training,3,Good,5,4,1,17-12-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-171,27,No,Travel Rarely,Research & Development,17,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,2,Moderate," ₹ 30,580 ",Yes,3,Meets Expectation,3,Regular Training,2,Poor,5,2,1,23-05-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-172,19,Yes,Travel Frequently,Sales,1,Under Graduate,Female,1,Low,1,Entry Level,Sales Representative,1,Low," ₹ 23,250 ",No,2,Needs Improvement,5,Advanced Training,4,Better,0,0,0,16-08-2024,26-12-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-173,36,No,Travel Frequently,Research & Development,3,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,2,Moderate," ₹ 20,880 ",No,2,Needs Improvement,3,Regular Training,2,Poor,8,7,7,12-04-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-174,30,No,Non Travel,Research & Development,9,Post Graduate,Male,3,High,2,Junior Level,Laboratory Technician,1,Low," ₹ 30,720 ",No,3,Meets Expectation,4,Advanced Training,3,Good,12,9,6,02-01-2012,,,,,,,,,,,,,,,,,,,,,,,,
Emp-175,45,No,Travel Rarely,Sales,4,Phd holder,Female,3,High,2,Junior Level,Sales Executive,1,Low," ₹ 50,060 ",Yes,4,Exceeds Expectation,3,Regular Training,4,Better,5,4,0,21-05-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-176,56,No,Travel Rarely,Research & Development,8,Post Graduate,Female,3,High,1,Entry Level,Research Scientist,1,Low," ₹ 42,570 ",Yes,3,Meets Expectation,3,Regular Training,3,Good,2,2,2,23-12-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-177,33,No,Travel Rarely,Research & Development,2,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,4,Very High," ₹ 25,000 ",No,4,Exceeds Expectation,2,Regular Training,4,Better,3,1,0,24-06-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-178,19,Yes,Travel Rarely,Research & Development,2,Under Graduate,Male,2,Moderate,1,Entry Level,Laboratory Technician,4,Very High," ₹ 11,020 ",No,3,Meets Expectation,3,Regular Training,2,Poor,1,0,1,20-01-2023,24-11-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-179,46,No,Travel Rarely,Sales,1,Post Graduate,Female,3,High,3,Mid Level,Sales Executive,1,Low," ₹ 1,04,530 ",No,3,Meets Expectation,2,Regular Training,3,Good,24,13,15,16-03-2000,,,,,,,,,,,,,,,,,,,,,,,,
Emp-180,38,No,Travel Rarely,Research & Development,9,Post Graduate,Female,3,High,1,Entry Level,Laboratory Technician,4,Very High," ₹ 22,880 ",No,3,Meets Expectation,3,Regular Training,3,Good,2,2,2,11-09-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-181,31,No,Travel Rarely,Research & Development,12,Post Graduate,Female,3,High,1,Entry Level,Research Scientist,4,Very High," ₹ 39,290 ",Yes,4,Exceeds Expectation,0,Basic Training,3,Good,4,2,0,08-02-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-182,34,No,Travel Rarely,Research & Development,27,Phd holder,Female,3,High,1,Entry Level,Research Scientist,2,Moderate," ₹ 23,110 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,3,2,1,07-09-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-183,41,Yes,Travel Rarely,Sales,20,Post Graduate,Female,3,High,1,Entry Level,Sales Representative,2,Moderate," ₹ 31,400 ",Yes,3,Meets Expectation,5,Advanced Training,2,Poor,4,3,0,25-09-2020,18-04-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-184,50,No,Travel Rarely,Research & Development,1,Post Graduate,Male,2,Moderate,1,Entry Level,Laboratory Technician,3,High," ₹ 36,900 ",No,3,Meets Expectation,2,Regular Training,2,Poor,3,2,0,20-09-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-185,53,No,Travel Rarely,Research & Development,13,Post Graduate,Female,4,Very High,2,Junior Level,Manufacturing Director,1,Low," ₹ 44,500 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,4,2,1,23-12-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-186,33,No,Travel Rarely,Research & Development,14,Phd holder,Female,3,High,1,Entry Level,Research Scientist,2,Moderate," ₹ 27,560 ",No,3,Meets Expectation,5,Advanced Training,3,Good,8,7,1,08-11-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-187,40,No,Travel Rarely,Research & Development,4,Phd holder,Female,3,High,5,Leadership,Manager,3,High," ₹ 1,90,330 ",No,2,Needs Improvement,2,Regular Training,3,Good,20,8,9,08-11-2004,,,,,,,,,,,,,,,,,,,,,,,,
Emp-188,55,No,Travel Rarely,Research & Development,14,Post Graduate,Male,4,Very High,5,Leadership,Research Director,2,Moderate," ₹ 1,87,220 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,24,15,2,02-02-2000,,,,,,,,,,,,,,,,,,,,,,,,
Emp-189,34,No,Travel Frequently,Research & Development,2,Post Graduate,Male,2,Moderate,2,Junior Level,Manufacturing Director,3,High," ₹ 95,470 ",No,2,Needs Improvement,2,Regular Training,2,Poor,10,9,1,20-08-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-190,51,No,Travel Rarely,Research & Development,3,Post Graduate,Female,3,High,4,Senior Level,Healthcare Representative,2,Moderate," ₹ 1,37,340 ",No,4,Exceeds Expectation,6,Advanced Training,3,Good,7,7,1,20-06-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-191,52,No,Travel Rarely,Research & Development,1,Post Graduate,Male,2,Moderate,5,Leadership,Manager,3,High," ₹ 1,99,990 ",No,3,Meets Expectation,5,Advanced Training,3,Good,33,18,11,02-02-1991,,,,,,,,,,,,,,,,,,,,,,,,
Emp-192,27,No,Travel Rarely,Research & Development,9,Post Graduate,Female,3,High,1,Entry Level,Research Scientist,2,Moderate," ₹ 22,790 ",No,3,Meets Expectation,2,Regular Training,2,Poor,7,7,0,03-04-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-193,35,Yes,Travel Rarely,Research & Development,23,Phd holder,Male,2,Moderate,2,Junior Level,Manufacturing Director,3,High," ₹ 59,160 ",Yes,2,Needs Improvement,1,Basic Training,3,Good,1,0,0,15-04-2023,28-01-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-194,43,No,Non Travel,Research & Development,7,Post Graduate,Male,4,Very High,1,Entry Level,Research Scientist,4,Very High," ₹ 20,890 ",No,5,Pure Talent,3,Regular Training,4,Better,5,4,2,03-05-2019,,,,,,,,,,,,,,,,,,,,,,,,
